0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
1.667658044222086744e-04,1.667342758620016241e-04,-0.000000000000000000e+00,-0.000000000000000000e+00
3.335631281315976082e-04,3.334370138901032732e-04,-0.000000000000000000e+00,-0.000000000000000000e+00
5.003919618563612559e-04,5.001082048102789557e-04,-0.000000000000000000e+00,-0.000000000000000000e+00
6.672522963251381611e-04,6.667478393476145015e-04,-0.000000000000000000e+00,-0.000000000000000000e+00
8.341441222675660683e-04,8.333559082259744955e-04,-0.000000000000000000e+00,-0.000000000000000000e+00
1.001067430413837833e-03,9.999324021691124997e-04,-0.000000000000000000e+00,-0.000000000000000000e+00
1.168022211494812446e-03,1.166477311899671854e-03,-0.000000000000000000e+00,-0.000000000000000000e+00
1.335008456242459118e-03,1.332990628139851808e-03,-0.000000000000000000e+00,-0.000000000000000000e+00
1.502026155389302176e-03,1.499472341610630366e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
1.669075299668532075e-03,1.665922443032763489e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
1.836155879814560521e-03,1.832340923126007937e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
2.003267886562021260e-03,1.998727772609676379e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
2.170411310646769287e-03,2.165082982202082285e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
2.337586142804992662e-03,2.331406542620761968e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
2.504792373774433756e-03,2.497698444582585608e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
2.672029994292723920e-03,2.663958678804312363e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
2.839298995099048817e-03,2.830187236001369122e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
3.006599366932816153e-03,2.996384106888072552e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
3.173931100534321814e-03,3.162549282178961363e-03,-1.000000000000000000e+00,-0.000000000000000000e+00
