0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.117816056904752386e-03,-1.117816056904308297e-03,0.000000000000000000e+00,1.000000000000000000e+00
2.235956321069210162e-03,-2.235956321068321984e-03,1.000000000000000000e+00,1.000000000000000000e+00
3.354422473914153713e-03,-3.354422473913709624e-03,1.000000000000000000e+00,2.000000000000000000e+00
4.473216200943985754e-03,-4.473216200943541665e-03,1.000000000000000000e+00,3.000000000000000000e+00
5.592339191773598728e-03,-5.592339191773598728e-03,2.000000000000000000e+00,4.000000000000000000e+00
6.711793140155686288e-03,-6.711793140155686288e-03,2.000000000000000000e+00,4.000000000000000000e+00
7.831579744008942967e-03,-7.831579744008498878e-03,3.000000000000000000e+00,5.000000000000000000e+00
8.951700705444931572e-03,-8.951700705444487483e-03,3.000000000000000000e+00,6.000000000000000000e+00
1.007215773079717103e-02,-1.007215773079717103e-02,3.000000000000000000e+00,7.000000000000000000e+00
1.119295253064866991e-02,-1.119295253064866991e-02,4.000000000000000000e+00,7.000000000000000000e+00
1.231408681986101428e-02,-1.231408681986057019e-02,4.000000000000000000e+00,8.000000000000000000e+00
1.343556231760123509e-02,-1.343556231760034692e-02,4.000000000000000000e+00,9.000000000000000000e+00
1.455738074737111809e-02,-1.455738074737067400e-02,5.000000000000000000e+00,1.000000000000000000e+01
1.567954383703806798e-02,-1.567954383703762389e-02,5.000000000000000000e+00,1.000000000000000000e+01
1.680205331886042153e-02,-1.680205331886042153e-02,6.000000000000000000e+00,1.100000000000000000e+01
1.792491092951942200e-02,-1.792491092951897791e-02,6.000000000000000000e+00,1.200000000000000000e+01
1.904811841014697471e-02,-1.904811841014653062e-02,6.000000000000000000e+00,1.300000000000000000e+01
2.017167750635628920e-02,-2.017167750635584511e-02,7.000000000000000000e+00,1.300000000000000000e+01
2.129558996827052297e-02,-2.129558996827007888e-02,7.000000000000000000e+00,1.400000000000000000e+01
2.241985755055297957e-02,-2.241985755055209140e-02,7.000000000000000000e+00,1.500000000000000000e+01
2.354448201243708461e-02,-2.354448201243664052e-02,8.000000000000000000e+00,1.600000000000000000e+01
2.466946511775658379e-02,-2.466946511775613970e-02,8.000000000000000000e+00,1.600000000000000000e+01
2.579480863497662924e-02,-2.579480863497662924e-02,9.000000000000000000e+00,1.700000000000000000e+01
2.692051433722264520e-02,-2.692051433722264520e-02,9.000000000000000000e+00,1.800000000000000000e+01
2.804658400231274662e-02,-2.804658400231230253e-02,9.000000000000000000e+00,1.900000000000000000e+01
2.917301941278682698e-02,-2.917301941278638289e-02,1.000000000000000000e+01,1.900000000000000000e+01
3.029982235594008699e-02,-3.029982235594008699e-02,1.000000000000000000e+01,2.000000000000000000e+01
3.142699462385234455e-02,-3.142699462385145637e-02,1.000000000000000000e+01,2.100000000000000000e+01
3.255453801341912090e-02,-3.255453801341912090e-02,1.100000000000000000e+01,2.200000000000000000e+01
3.368245432638650172e-02,-3.368245432638605763e-02,1.100000000000000000e+01,2.200000000000000000e+01
3.481074536937867059e-02,-3.481074536937822650e-02,1.200000000000000000e+01,2.300000000000000000e+01
3.593941295393321411e-02,-3.593941295393277002e-02,1.200000000000000000e+01,2.400000000000000000e+01
3.706845889653176407e-02,-3.706845889653131998e-02,1.200000000000000000e+01,2.500000000000000000e+01
3.819788501863286001e-02,-3.819788501863197183e-02,1.300000000000000000e+01,2.500000000000000000e+01
3.932769314670458982e-02,-3.932769314670414573e-02,1.300000000000000000e+01,2.600000000000000000e+01
4.045788511225834050e-02,-4.045788511225789641e-02,1.300000000000000000e+01,2.700000000000000000e+01
4.158846275187921826e-02,-4.158846275187877417e-02,1.400000000000000000e+01,2.800000000000000000e+01
4.271942790726246386e-02,-4.271942790726201977e-02,1.400000000000000000e+01,2.900000000000000000e+01
4.385078242524476089e-02,-4.385078242524476089e-02,1.500000000000000000e+01,2.900000000000000000e+01
4.498252815783931879e-02,-4.498252815783887471e-02,1.500000000000000000e+01,3.000000000000000000e+01
4.611466696226784734e-02,-4.611466696226740325e-02,1.500000000000000000e+01,3.100000000000000000e+01
4.724720070099674984e-02,-4.724720070099674984e-02,1.600000000000000000e+01,3.200000000000000000e+01
4.838013124177065194e-02,-4.838013124177020785e-02,1.600000000000000000e+01,3.200000000000000000e+01
4.951346045764570825e-02,-4.951346045764526416e-02,1.700000000000000000e+01,3.300000000000000000e+01
5.064719022702623974e-02,-5.064719022702623974e-02,1.700000000000000000e+01,3.400000000000000000e+01
5.178132243369892862e-02,-5.178132243369892862e-02,1.700000000000000000e+01,3.500000000000000000e+01
5.291585896686790136e-02,-5.291585896686701318e-02,1.800000000000000000e+01,3.500000000000000000e+01
5.405080172118892357e-02,-5.405080172118847948e-02,1.800000000000000000e+01,3.600000000000000000e+01
